filepath,start,end,scientific_name,common_name,confidence,lat,lon,week,overlap,sensitivity,min_conf,species_list,model
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230123_062100.wav,0,3.0,Tyrannus melancholicus,Tropical Kingbird,0.1674,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230123_062100.wav,12.0,15.0,Tyrannus melancholicus,Tropical Kingbird,0.1827,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230123_062100.wav,14.0,17.0,Tyrannus melancholicus,Tropical Kingbird,0.2689,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230123_062100.wav,22.0,25.0,Tyrannus melancholicus,Tropical Kingbird,0.1562,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230123_062100.wav,32.0,35.0,Tyrannus melancholicus,Tropical Kingbird,0.1189,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230123_062100.wav,56.0,59.0,Tyrannus melancholicus,Tropical Kingbird,0.3156,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
