filepath,start,end,scientific_name,common_name,confidence,lat,lon,week,overlap,sensitivity,min_conf,species_list,model
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230122_183100.wav,34.0,37.0,Turdus grayi,Clay-colored Thrush,0.6663,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230122_183100.wav,4.0,7.0,Turdus grayi,Clay-colored Thrush,0.4241,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:\Users\tomaug\Desktop\Panama 2023\Bird\23_01_22_Gamboa\PANAMA_20230122_183100.wav,6.0,9.0,Turdus grayi,Clay-colored Thrush,0.7776,9.1500,-79.8500,3,1.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
